id usuario,tiempo en cola,tiempo de procesamiento,tiempo de solicitud
aad33f8e-ec34-4d0b-af57-e345129d4f1f,17,32,registrar
cb4ba47f-8669-454e-b110-3f1f67252fa4,2,42,registrar
766d123f-7260-4aa3-8f46-e0d580f8f15d,55,41,registrar
6d12d222-c0d5-467a-b22a-74124385d351,182,17,registrar
c8c5a71b-ccce-4e08-98e6-2dd6eca8c87a,207,34,registrar
05567cc3-6f8b-4692-82d9-ad823a3d5324,201,46,registrar
e52b0e93-2da4-4128-9ad9-1f088cf5e691,204,55,registrar
07e6f92a-ab20-4d8c-8bd7-be8a7a63229c,212,55,registrar
18d5afea-68c4-477c-bb7e-59c453e83157,325,18,registrar
af305a52-7e75-433c-a346-bda21499246e,127,51,registrar
c7a926f7-6996-4df9-acf4-b468b6ebf1c3,140,45,registrar
4286b23e-ff5d-4bb9-b885-85dadaea06ab,179,160,registrar
6e36cad5-7f05-4168-a9bc-7b624226fe70,2,119,registrar
41ae9fb8-7114-408e-ab61-7f76b68d46a2,24,6,ingresar
1ec036a1-3791-434a-bbca-be9f73c9f32e,32,65,registrar
05e20fe4-bc08-4484-9b55-8952ef9e25fb,8,50,registrar
c3d5daaf-4a0c-4f61-afc7-7c8ff8fd4fba,59,15,registrar
e11e5c48-5f77-48cf-8cf6-49533d70bc3b,7,92,registrar
02bd1ef8-eb92-4164-8323-c6467a6c296e,1,37,registrar
838f7856-2c2d-4c15-866d-0b9bb1d67a1c,1,165,registrar
16a6656d-69e5-4fb0-bf37-012a9f44bdc6,40,192,registrar
90d496f0-0354-450e-bed8-c9460fb4ee80,5,221,registrar
bd384cd3-a614-4898-86ad-0b26fe0f185a,0,106,registrar
66848c13-607c-4d26-89a5-6f47bb83bfec,114,160,registrar
a458bbda-55bd-4d05-a003-18320a55983e,25,92,registrar
7186bcac-74a5-4a2b-8890-72e7f3e20a70,3,151,registrar
8a4d50de-a24b-45c0-a087-a9d578028c0a,73,91,registrar
4c81c6d4-5719-4d69-ab9f-01f27585db10,77,98,registrar
eae05ca6-c7a2-4d98-a07f-dda3ab84d427,75,14,ingresar
32c2fe3d-25b6-40d6-8438-730a41ae9357,68,28,ingresar
49ac6a42-1631-41a6-a149-8f4414b85391,104,25,ingresar
c584ccac-fed3-4bb5-b38f-ff2f4c92c134,116,41,ingresar
9b91e70e-ef05-4f84-83b9-1ecbed7f406a,0,16,registrar
4a000931-6e66-4676-a71d-d34cf0b1909d,1,32,registrar
4ee32073-92c0-4b9d-95fe-438c266c38e4,5,64,registrar
9a4fcb7c-f9fd-4a23-98af-7866c9f2eaad,4,36,registrar
be7327eb-e502-41e3-b334-5b71c1dce234,4,4,ingresar
e59c97b6-6ada-49a1-b2ee-c3de3ca860cd,13,32,registrar
951a2758-403f-4a8e-bcbd-28ee9cf2f1c3,56,28,registrar
b965f482-0f5b-4157-9200-3ee4cb03d223,157,4,ingresar
74ca55cf-e144-4083-92fe-2a9d36fe2da0,8,2,ingresar
722246a8-70e8-4444-9df5-2d7e2216f330,11,61,registrar
8436059d-79d1-495e-9ecb-293804fd21ec,80,2,ingresar
c8f6368c-2914-427a-8031-4e16bef9611c,2,6,ingresar
e2df8631-8d87-4fec-b096-6e73d7260899,51,3,ingresar
1ce46709-1b19-4f2b-a053-663bac346756,58,8,ingresar
6a90e57d-7b53-455d-9505-1e576ab37700,1,3,ingresar
c3240246-5136-4c42-b59b-fdd961d6da8d,1,40,registrar
4e7f6398-83d2-4347-b7df-0513f8199723,53,129,registrar
f1d06b4e-9c5b-4a3f-aa7a-e4550c6a3d4d,15,27,registrar
648702b1-7ecf-4985-9d9a-03511cdec825,1,1,ingresar
277a9145-8c37-4168-9901-9e6e8e2964ae,31,8,ingresar
cef099b7-dc5a-486e-9d13-9e258c5313ef,30,30,registrar
5b23c769-92eb-49ad-9c15-3d3f20b9409b,4,56,registrar
9bebd9c5-0414-4dad-8360-660a7f42377d,26,3,ingresar
5c137750-9ffc-4eea-9a53-e568f9024e6b,67,92,registrar
4dfa094f-95b7-4b89-9a5b-be97a90095ed,32,17,registrar
845e853e-24ce-4285-b75f-01531abe9c35,59,2,ingresar
0bdc1b86-1cbf-499a-8f3a-e9fe45b7c956,74,4,ingresar
4ef9ddd1-3f33-46db-8682-b14a0066dfb7,60,89,registrar
189fbce5-a95c-47a0-a828-c13cd3ee4c18,59,94,registrar
a09929e1-aed4-4b7b-abb8-7ede17686a3f,88,69,registrar
23a6b184-b44b-49ec-8484-601dd76e50c6,20,36,registrar
cb17e350-b0e8-4e15-8a6e-f36c4c64a6af,8,10,ingresar
b7d6ec7b-c85c-4dbf-95df-4178a7a24b8f,17,7,ingresar
213c8140-cf93-4f48-b9f3-82fc7b7dfa3a,24,8,ingresar
44ddd43a-ccad-4c6d-9897-1a89d42efd12,56,13,ingresar
c45af9e0-b14b-4620-9058-9d87180b2fbf,1,53,registrar
e2fae4cd-fdad-470f-afae-1a42401698f0,9,3,ingresar
05b9b4a0-0675-434f-aa55-2b8a0dddbeb8,4,6,ingresar
fc2e7c57-cab2-4b09-af1f-0329d503ca91,11,6,ingresar
48f26745-ab99-4144-be04-376c4821d0d9,7,11,ingresar
c2024581-b115-45f1-acd1-4e4e089b4737,3,61,registrar
260f0e29-8f75-47ac-aae0-9a8d2092521b,12,1,ingresar
1ff6c3be-d3d1-4e40-b77b-13b875600f39,4,2,ingresar
bb7e211d-ac51-4535-acee-63d979c5edd6,56,16,ingresar
583b2e5e-9ea8-4bef-897a-a33dbf34afac,25,20,registrar
b5c9050e-c172-426e-9e9b-1e08a1e1b494,61,57,registrar
ba71e63e-ee1d-472c-8737-35218e2447e3,64,57,registrar
0e68b3ca-f4be-4e5d-bb8e-36d00ce38f31,39,2,ingresar
7517f060-2364-462b-bb27-6465343a7a6d,2,4,ingresar
ead401fa-cf1f-47cd-92c8-8b63d091d941,1,3,ingresar
878b1369-7a45-432d-853d-3a7b874a60c9,5,2,ingresar
b342545f-acfa-4b67-a693-c68d27dc7f35,8,6,ingresar
f34dadd1-7aea-4a8a-95cf-d7b4029fde78,1,2,ingresar
46be1d5f-1c1e-49d6-9510-a4859221f610,1,3,ingresar
90e3b94a-186e-4146-99a1-bc1be75b8d8c,10,5,ingresar
62fbdf0b-edf7-42a9-9680-4c765ebe4280,3,2,ingresar
76fddfc8-4315-4e1d-b93c-c7b0c9280d37,2,2,ingresar
7b12580c-bcee-4142-8c31-ef392d655979,7,9,ingresar
d4fbd868-850e-4209-9d66-ebc2ddb1d4d9,15,4,ingresar
02d4d384-5757-4dd3-8498-b366b3888695,48,3,ingresar
78a44601-0a73-40a1-a717-6b149e38d27a,0,2,ingresar
7574673d-06ba-4293-b22f-0d6b2975035c,4,15,ingresar
a200e419-a8d8-4951-b39f-4918658aa696,9,6,ingresar
e18ac7df-4ac9-4382-998b-31133d8b3e06,24,10,ingresar
eaac6cfa-4626-494b-a292-1d1d32334718,41,8,ingresar
7384d9db-78a1-480e-a49d-d7074ef14430,2,4,ingresar
1164c39a-27f7-491a-ae83-436e43039040,7,12,ingresar
b9f0bb01-4679-47ce-8176-f60d187e9f18,1,3,ingresar
f30cfdcb-9dda-4a2d-b38b-8cc750522108,7,2,ingresar
d68409a1-ae68-49d8-94af-3100372a4fa0,20,8,ingresar
a9f2eae1-b7f4-4c97-998e-afaf4ba63a08,1,5,ingresar
cee9255c-a6bd-41d5-9568-7ac43375f7a7,25,26,registrar
3c0b0fcd-477c-4095-99e4-f3f81b32a4a7,44,5,ingresar
66617ddf-8839-4882-933c-0bf836cd9908,46,8,ingresar
442c707a-b7fd-4262-8ab5-7cf4a5c22747,81,8,ingresar
7057acbe-720b-40c3-a1ca-bb77703e8f2a,85,6,ingresar
ff90ccc0-6c98-480a-a0bd-a77ab37038a7,18,48,ingresar
ba93b3d0-5c8e-4fbf-bba4-27cb6f845a3d,2,171,registrar
567b7df0-e96f-4fc1-8e4a-e84874a44738,38,2,ingresar
e90a6714-be2d-4b08-9323-4c4631d93d89,1,42,registrar
1b850daf-47a6-4fb9-8842-2f724652492e,2,14,ingresar
3df8ce80-279e-4e7f-9000-c1ce9b2e8f91,17,59,registrar
908fff14-c6bd-417e-a429-9cfe5c4313f0,20,66,registrar
fbb0afdd-b338-4691-b252-226ad8a09d3d,52,38,registrar
35c0cc31-f6aa-4eb3-9c74-9579f007956a,16,5,ingresar
96c2a136-0c26-426b-87d0-a7a2d1ed8051,17,7,ingresar
713c447a-8ed8-4175-b8e3-231ef5429f5b,36,7,ingresar
04df2666-368c-41ff-864b-ac418aa13d39,58,4,ingresar
94099a4e-5600-47e1-b099-ccfa3d0008e6,30,35,ingresar
1516c263-58fd-490f-893c-ad3b6c5d7954,85,10,ingresar
fe75e162-ea74-496d-a3d5-a693c4d62722,9,2,ingresar
260f0ab0-f8f5-4855-9ed9-59570a9280be,10,8,ingresar
8c2165b3-8bb5-462c-8b78-72758ede2902,18,6,ingresar
b24864f1-baf4-4454-a917-19097e43d9bc,60,2,ingresar
6fe7a668-a94b-42a0-9cb6-7e85d936ae54,47,33,ingresar
f6cd2a5e-4a79-4994-87b6-845b5cf0f62b,98,29,ingresar
939fb7ac-8c7a-4964-bdca-0e752aee58d0,127,35,ingresar
b104dff6-10f5-4548-b3c4-e846d71a6cdc,168,22,ingresar
46774021-0789-4067-a394-887f3050b591,2,4,ingresar
faeee721-357f-46ad-be3b-f22b94472c8c,7,4,ingresar
8f4e42db-9757-4e90-9ae9-639cbccae75c,18,4,ingresar
dbf3b0ee-cd59-4b7a-a78f-e597e88ae1d5,20,91,registrar
920baf48-17a1-4a9f-acce-c785f2efd1ee,5,87,registrar
b854a589-3d29-47bd-ad86-9a3ccf5303b1,2,170,registrar
b23fa436-5143-4cdb-95c4-9c5f39010cd2,62,84,registrar
5e053cff-5bd8-415b-9491-09d03ea72c56,65,86,registrar
8f0bc9fb-9e2b-4e99-bfe0-7b66444387a5,25,25,ingresar
266f4751-7914-491c-ac70-3d99528b8b26,25,32,ingresar
904c4517-5014-4ca3-9a2a-293401a72453,51,18,ingresar
0734651f-5df7-4568-8332-ce4e2834eecd,24,17,ingresar
02f67d50-e116-488b-998a-893ac92d4d1f,13,4,ingresar
502dca10-3d5b-469e-b300-0b8420f129f1,0,2,ingresar
6e6e9d35-2417-4062-8710-2b10ded8c67e,1,2,ingresar
56a96255-5226-4956-96f7-baa226fe1a24,26,7,ingresar
819daca4-c2e1-4c99-a4f9-6785ff886991,10,2,ingresar
5b4549a7-74a7-46cf-9d2c-6ac7d971b456,17,122,registrar
e3162282-f7de-4050-b080-3ff15b16e335,54,94,registrar
97afeeaf-c014-494a-b234-cc29e8db6bdc,1,3,ingresar
6fc77910-ed4c-46a0-83b3-b701bc64d237,1,3,ingresar
e7e42882-ccae-4d19-b1f0-c31eacfc986c,2,29,registrar
06d0a2c6-a7ec-4560-b441-bf41eb56c7aa,3,3,ingresar
43b94144-e8d3-4aea-8c0c-1d21f5e383ea,18,25,ingresar
8ae5290c-a54e-4b97-85f9-da230c4de081,31,13,ingresar
4dcd9652-9034-4079-a57a-2678a7bb87ae,21,29,registrar
05efd022-9a84-433e-aa15-b49b66227ca7,1,5,ingresar
cee069ba-4225-415f-b6e3-ebc0646ebac5,1,2,ingresar
4450cd92-2f71-4561-a715-3637a2ee3f8a,95,7,ingresar
66bda1f9-a5b8-4c25-843f-ee2f45221653,94,10,ingresar
db603b9d-073c-4384-b275-38683f5bc2b2,94,16,ingresar
4ffb2b2e-997f-4273-b5b5-16f0488e94fb,95,16,ingresar
da67323f-11df-425b-a5ac-b01e19ab947e,64,3,ingresar
9812ae25-29d5-4dd2-bef8-b44f534c6cca,48,8,ingresar
26c7d1f8-cb63-4c55-8530-b5f3cef7e508,56,3,ingresar
0ff69078-7e65-4944-a6c8-5de1b0319fd4,78,2,ingresar
78160a35-e423-4bd1-bc9d-95126cf120a6,2,10,ingresar
3bdfbb9d-1013-463c-8998-8db7c0095078,29,9,ingresar
bf37dcd4-0cba-43c1-9e32-53efa22d4fd5,3,4,ingresar
16572afa-4351-4db8-95b5-ccc781d56867,1,3,ingresar
15ff2672-13c5-457b-9312-d9a75dcac2e8,73,5,ingresar
92107e83-c9e2-4208-8bd9-c90c14f53a41,17,52,registrar
c45e8646-f36c-49f5-aeac-ee78142a3921,57,9,ingresar
0199214c-8e5a-4fa0-87c5-75442c9bddb3,33,58,registrar
6872dac8-0755-403a-b31c-fec2d1a881bd,19,5,ingresar
fc24e22d-83ba-4042-994a-5e37601a9bac,56,48,registrar
fe6eb7ac-288a-446f-a47c-cf7684425de6,25,40,registrar
1d558c8c-7946-446d-8916-334b5665dbd7,37,25,ingresar
a5d64415-7b6a-4e87-b078-74304011b7ad,20,4,ingresar
8d2cb86f-b339-4946-a6d3-87650484f5b1,31,10,ingresar
8da804dc-d79c-42f6-8314-a6f54832db62,12,5,ingresar
797fa926-d795-4079-ab70-56abbce6b91f,1,129,registrar
99692bfd-ee62-4b79-9b27-23cb816c1023,29,167,registrar
cd47c612-6489-4109-a677-a0b4615c7459,121,47,registrar
1af61f18-19e6-46c9-b868-8a709362656f,109,89,registrar
9fa856f0-ab6a-48ab-9e0f-e087df343faf,129,116,registrar
434146d6-9c7f-4ee5-b0b2-a5ec5cd8d69b,107,142,registrar
8c368927-ea2c-40a1-883f-c1111d7fe1c8,44,87,registrar
1d9a6f1b-169d-4ccc-be6b-96f99aa055ae,0,7,ingresar
39501286-225f-43c3-8235-c864ff5ed4e1,13,2,ingresar
49d688a9-02d2-44f6-a05a-67484d45bd48,9,2,ingresar
62307a9e-4fa6-4d28-b152-6f47491290c3,1,4,ingresar
4fd75910-e152-4734-83af-309e06bfb0cb,6,14,ingresar
a762028c-ecbf-4e44-ae6e-bfb50e92ed0a,7,98,registrar
362d44a9-9b7d-4f9a-89be-bfb763e804ca,1,112,registrar
df64ebde-34a4-48a7-b1d8-d5634584515d,17,3,ingresar
deaf36bf-f99d-436d-9899-178a2c7c4893,1,28,registrar
e6227aef-5b65-4071-af95-4226aca4f665,29,2,ingresar
73ae9111-e643-435b-8895-a9c43731b338,113,140,registrar
65a5c3c9-be2b-47e4-907b-f2d3c259962f,6,3,ingresar
b9df11fc-e66c-4ed5-aca3-da83c4a930d5,16,172,registrar
6a7a0615-5622-4206-8c47-54dfefc75fb8,1,199,registrar
5acc0426-34f2-418b-a293-8a00db2004e7,20,114,registrar
7b48d7fc-8caf-42c6-a1bd-c80472162bd1,2,115,registrar
ccdbf4cc-7c0e-42de-a5df-6f37b951fd3f,37,203,registrar
ac83ee5f-fb99-488d-896b-2d94c04f6b00,1,10,ingresar
9a2aa2cf-a7ae-47bf-8288-a4aabebcd82a,113,128,registrar
067b9802-27f4-488a-a560-964bd18f90da,1,400,registrar
2579d973-56cd-455e-a69f-f395e5c21335,20,125,registrar
63d6b108-7ac2-4053-a83c-f20385a3dda7,88,9,ingresar
94d3d3a6-896a-46f7-b1fa-114d21158c76,16,27,registrar
3f2dca8b-6764-4325-af48-9367272dd439,33,78,registrar
e654a8cb-c662-4747-a18e-e62b7eaca62f,43,68,registrar
dcdcf96a-d9b7-4341-a036-5f09e103ac97,26,56,registrar
0ae9efd7-7813-41c2-9b0f-f1fe2c3e17bb,126,2,ingresar
38a22b10-b970-4371-8e76-3174785ecf2f,150,12,ingresar
eafca18f-e49c-4fc1-813a-d2d423aa3838,165,4,ingresar
94df6582-cf8f-4aa9-99d0-b00e920dc4b7,10,73,registrar
3c4d7286-618a-4cc1-bb85-4d21ec99a502,216,168,registrar
874a9a5a-b16f-483d-9caa-6f55e6509c26,133,2,ingresar
878fd92e-fca7-4089-be4a-134202b47270,119,35,registrar
9d17633e-0cfe-4fd9-958e-809ba90e7496,2,5,ingresar
4e87e455-cff4-4f33-be48-fc72e8292aca,171,193,registrar
92176ab9-4f8a-46c6-a896-01aeed8518ea,121,246,registrar
55d0dc3d-b301-470e-a13d-42e3942b0f1f,131,5,ingresar
cd4f4e44-e479-44e6-a608-fe5cb0fb5620,129,252,registrar
da7e4036-c838-4875-8fc6-add6b49f88a0,150,32,ingresar
28538fc9-d1ba-468a-a53f-68310bd20849,18,160,registrar
01f954c3-38de-4fa4-aad2-3f0da77e5235,145,206,registrar
48f39693-9e62-4044-92ca-6b3b96a03c3e,13,171,registrar
b010d16f-8865-44a9-8349-6c7b3060f64a,47,2,ingresar
56d9c41c-d0f4-4c8b-b629-6bbf9ada3100,59,165,registrar
996f3a9b-c72a-4599-a3f8-b2ba8b87d56c,2,103,registrar
7c674557-3e48-45ed-a319-a7a197d6d294,9,18,ingresar
95341b27-00f8-4a9c-a62b-7fc969d5d2ab,1,5,ingresar
0d79b4da-2da1-4572-a02d-1fda788ef86c,7,7,ingresar
6fe9d0e3-2259-4f02-a361-320f8b6ec0a2,33,192,registrar
3cb6a398-5905-40a6-8cce-52de9fb94ef8,0,156,registrar
ae515691-278e-44c9-a61b-2c23b9301a37,2,33,registrar
0e7d2c9a-3af7-4b9b-a680-7cfaf9234914,16,41,registrar
998dd558-5748-4d44-8370-54b95f3f611d,3,91,registrar
3686fdd9-e8e7-44ec-ad90-d29e89f2151e,57,100,registrar
85c4acdf-57fe-4f5d-a616-eeb83cc373b0,2,173,registrar
ed9a7bfe-e85b-4b39-870c-d3b2dbd3b62a,46,31,registrar
9bb82d5c-1474-4d35-90c3-a6b1a1ea5056,2,172,registrar
369412c8-2c4e-48c1-8f9d-6634950b1dc4,5,73,registrar
48101fb1-1d05-43da-9e9e-58e5a3ca6c75,78,129,registrar
647f88eb-9fa5-469a-9a5b-031ca1cf5040,2,127,registrar
4285ff5c-72ee-4bf2-a27b-07019618473f,7,114,registrar
2412d5ea-a858-42fc-9ef7-4b2ab46c5afa,1,128,registrar
26a817d7-7b91-48bc-ad12-48610aa1386f,17,113,registrar
ac24c1e0-565d-43d3-8070-ed0d578b2c52,161,6,ingresar
5c7294da-e890-4f5a-a081-4edb8de516bb,1,239,registrar
d84e3b44-2cb5-4638-893b-8a821991cfa2,63,152,registrar
1bae06ea-7306-4e50-bd93-3d6608b60c2c,18,45,registrar
39866949-a9a7-4036-8e5c-8371ec00c924,60,4,ingresar
65c4a71a-112d-4cbf-a7cd-ec4eabd49d0f,1,85,registrar
1b35f1a8-8343-4d82-bef9-6cd0d7cc510b,66,46,registrar
4a3737ae-e05f-4d6e-9207-ba7ad4c393ae,13,125,registrar
a040b64c-90f7-4401-a841-cf75ce3d6b55,68,73,registrar
425b7d07-ae8e-4725-960a-41a54f16e129,14,6,ingresar
bd3f7e4e-47f8-49fc-9d6d-efc11820751d,47,115,registrar
7b0b7a9d-a671-4b3f-81f6-b6c3298a9fae,4,6,ingresar
6439d0ac-dbd6-4296-bb9a-fb1ae079895d,2,5,ingresar
943f278b-b5a9-43e7-83fc-4a68049b2589,1,2,ingresar
792c3241-bc75-4b24-8407-87ab3c89cbca,1,4,ingresar
99df2452-64a7-4173-9377-6c39dd12d94a,345,3,ingresar
dc3fd204-915e-45a6-8554-929058e484ac,414,12,ingresar
a10581e8-ea36-429a-9817-bdedc5998e05,364,71,registrar
8a7845cb-ef1b-48db-83d6-df32d2b5445a,429,7,ingresar
eefd9a35-9579-43dd-833e-16ca152c7c9e,437,5,ingresar
d6c9d0b2-2f60-49a8-bd0c-3bd14e8fdf7b,34,5,ingresar
d853417a-ce8d-416c-b64e-99740547e334,0,51,registrar
5f4c8cec-da66-4e84-a6e0-96d775912cf6,71,6,ingresar
cad3035c-34de-4dd4-834d-1ffc04d239ed,67,11,ingresar
8f58ad59-b72c-4a07-97bf-e703f782f9c0,116,7,ingresar
5e21ed2a-042f-4ad2-b836-deceff574640,87,41,registrar
bb30169d-9721-476f-9ae3-336bd5cf4600,151,10,ingresar
794e476b-ed94-4f32-ac09-29309b9934b5,124,70,registrar
69e18dc7-e99a-4535-9860-9cd5f13dc150,4,135,registrar
3a600bac-fcfc-4e9c-85bb-2054ebce4569,127,17,ingresar
ea0cdc9a-79e2-4259-b468-fb57d20a00eb,20,9,ingresar
77cf2624-176b-4db0-ab48-9402542777bf,4,2,ingresar
84e19a78-01e4-46d4-bbd6-e6185b459244,35,66,registrar
a121f89b-31ad-489b-a3ce-7a7770c4ab35,36,5,ingresar
6cc3a8b7-aba6-46c2-aada-976cd83e97ff,132,3,ingresar
5762e2ca-4eff-4e5b-b2be-f63fb9034c9e,169,100,registrar
b8737307-bc21-4bbf-a26e-427e83b4f7fb,171,109,registrar
29701d5b-7637-4abe-8b25-3fed3cb804fd,0,31,registrar
0ef2e3c9-d1c1-43e0-90fa-14a3b9244fde,1,93,registrar
ad135380-7350-4976-802a-3484b386eae7,1,30,registrar
673f8b8f-f5d2-4fdb-b6bc-de86c5209fb7,31,10,ingresar
bf499fdf-5525-4745-8d9d-d685f99d7698,3,3,ingresar
d6da780a-1eb7-4292-b94c-db514dd56e22,7,2,ingresar
06b20c86-3049-46c7-9f53-5e4fa10d4bda,0,7,ingresar
0c760c6b-a557-4999-9871-34aa755052ac,44,122,registrar
63d0ac14-2008-4034-930b-418817414aa4,1,79,registrar
1af7796a-cdca-4eed-a004-c435aa9dea4a,1,32,registrar
b9694f23-f890-4d37-9cb2-132b20f19517,19,40,registrar
da5a989b-8354-4446-986b-fe767a949cc2,2,77,registrar
c9a375e3-7762-4c74-bc4d-95d48898ff41,34,80,registrar
ba7c2bd5-a966-4360-9a63-aa00f5047c55,1,98,registrar
64d4d481-0e30-4cdc-a1c1-8ac67e4c9ccf,1,125,registrar
d733fa20-64d7-425b-81eb-7c9e2849f6e6,44,123,registrar
da7f12a0-a1da-494f-971e-fb53b002abae,1,112,registrar
62f53acc-d620-432e-885a-024eca7eb012,15,143,registrar
c955aed8-83a1-4932-b5a1-e43375c7a126,1,118,registrar
bba92d29-d947-4447-8870-16cf6fe3f51c,94,2,ingresar
b75f8c36-e093-4d33-a180-a58bd5db1fd5,1,129,registrar
daee2bb2-4af8-478c-b2a9-38d94942d450,65,140,registrar
ea7827ed-a54a-4f31-8792-8c503fa435c4,3,5,ingresar
435780c8-270e-467f-8958-eb99879a5468,9,4,ingresar
2ca2f7d1-003c-4932-8f75-1049fe73af24,14,55,registrar
e9adc33a-36ed-4f7f-a1ef-813490d3a5f3,1,45,registrar
57d988c8-b799-4ade-92a1-5a2abdaaf4a2,23,5,ingresar
e40907d3-2b15-466f-9071-91ef6b195d02,5,2,ingresar
119a3cd2-f097-46dc-b5d3-0838349a6404,1,209,registrar
0b6caeff-41dd-4d6e-a814-f0a1610fa3f1,13,5,ingresar
2d5c8cbf-a646-42b1-8b79-4a9711251916,19,194,registrar
23efa329-ad51-4001-b244-587007dca380,12,2,ingresar
65a3e9f5-6ff0-4f13-b59a-ef4b9828c7c7,1,5,ingresar
21d7f43c-d794-4bb1-ac20-88f2f9f9edcf,27,2,ingresar
9a37f919-0be5-4964-8899-58ebd15504e6,0,3,ingresar
dfeaa952-3893-484a-8ab6-f80abf663b71,13,15,ingresar
0eaadfc7-3b63-4db6-aa6f-0ad6c20b4feb,2,181,registrar
3041387e-fd0c-4c39-b8af-2c061278b726,15,180,registrar
c711f3a2-3643-4be8-9554-74eb9d4cd962,40,122,registrar
bb1f79f6-04d4-4b76-8fcb-2411cf4e998f,20,200,registrar
58abaddb-f4eb-4254-85a1-1af6c8c0de28,1,49,registrar
f52b2547-9d36-4c9f-ac15-6a6628e9442a,2,130,registrar
dc6a3fcb-a085-4c52-9fa1-ab230220e96c,40,272,registrar
d024f521-24d9-4445-8d14-b3777babdd27,17,174,registrar
e8cae6c3-215d-491e-9b7e-aeda8edfe7c3,192,4,ingresar
9c8755f3-7987-4de0-beda-f7a8c72f97ad,52,166,registrar
a21c9c6d-d4b8-43f9-94ee-d049652f7898,3,243,registrar
664b2850-afa9-4b77-bcd7-d04d5e336456,14,322,registrar
